source_id,trueP,dur_h,hw,pri_depth,sec_depth,sec_sigma,sec_over_pri,is_EB_new,old_verdict,triage_depth
2628360590325729920,0.5,4.800000000000001,0.2,0.055984271987201684,0.0,0.0,0.0,False,natural_planet,0.024414761588671
5328345537056078848,2.700000000000002,2.4000000000000004,0.018518518518518507,0.0036397216420396283,0.0002555224993127103,1.9212851754435123,0.07020385744925278,False,natural_planet,0.0047230146168424
1868370289135918080,1.1800000000000006,1.2000000000000002,0.02118644067796609,0.001308827677084956,0.0011147556103308087,16.15229552103841,0.8517206885581851,True,eclipsing_binary,0.0013263556898175
2186607230958649600,0.5800000000000001,4.800000000000001,0.17241379310344826,0.03131506557090258,-0.0007709913936728707,-0.8371847807743843,-0.024620462375440872,False,eclipsing_binary,0.0229142870464383
3168125245131332608,0.56,4.800000000000001,0.17857142857142858,0.008391534998728911,5.744671663654444e-05,0.610732930494963,0.006845793605728397,False,eclipsing_binary,0.0237204396695986
2494702071363095168,0.8000000000000003,4.800000000000001,0.12499999999999997,0.0020657842082743016,0.00011445053727809906,2.610312710454162,0.055402949068774146,False,natural_planet,0.0022163311476123
2223396237183204480,0.7600000000000002,1.2000000000000002,0.032894736842105254,0.0010618584645535334,0.0008498623987694964,11.341331494003756,0.8003537450038859,True,RESIDUAL,0.0012243797600133
6898307404019931392,1.4800000000000009,4.800000000000001,0.06756756756756753,0.02184421464276798,-0.0006028222059679678,-1.2948692671915116,-0.02759642385072176,False,natural_planet,0.0126924694088661
5247165398115868160,0.9200000000000004,1.2000000000000002,0.02717391304347825,0.0009817640424503171,-0.0006195055991977672,-5.758921371757866,-0.6310127203799254,False,natural_planet,0.0012170927729908
1129490881755217152,0.8800000000000003,2.4000000000000004,0.0568181818181818,0.01782631568897841,-4.7524339167215324e-05,-1.2286441628714309,-0.0026659653063699808,False,natural_planet,0.0157533067002043
637751829698267648,0.52,2.4000000000000004,0.09615384615384616,0.0005424513901562955,0.00013757786707424557,4.090415412333276,0.2536224804117573,False,RESIDUAL,0.0014931773865038
1397924585409290240,2.940000000000002,1.2000000000000002,0.008503401360544212,0.06977003142042759,0.009928452018220124,77.08529317442967,0.1423025304144155,True,RESIDUAL,0.0268708740820349
5094194949543169664,1.580000000000001,1.2000000000000002,0.015822784810126573,0.0009260317492718606,0.00044740539249976674,5.664074068271059,0.48314260591125724,True,natural_planet,0.0015227659629127
5920839569767196672,1.0400000000000005,2.4000000000000004,0.04807692307692306,0.0005344562770965844,-0.00042815062841516927,-8.369431698256424,-0.8010957056039889,False,natural_planet,0.0017669162654936
4611433272488780544,1.3000000000000007,4.800000000000001,0.07692307692307689,0.0009995180800049797,-0.001324841647863284,-21.206767531021445,-1.32548042338232,False,natural_planet,0.0013885878490642
2561459808901475584,1.8200000000000012,1.2000000000000002,0.013736263736263727,0.0030903816070028123,0.0027979122167887116,10.56764184316989,0.9053613995270473,True,RESIDUAL,0.0031456527017834
459850672230999424,1.3400000000000007,4.800000000000001,0.07462686567164176,0.0021858447026786854,0.0007817817450432862,15.263797239771412,0.3576565819544439,True,RESIDUAL,0.0026285510952646
2173928934175297920,0.7600000000000002,2.4000000000000004,0.06578947368421051,0.0001581833201608207,1.022295840147347e-05,0.3259559476165659,0.06462728428686454,False,natural_planet,0.0004426893093101
422625782663627136,1.1800000000000006,4.800000000000001,0.08474576271186436,0.001307988425153006,-0.0023209753207589223,-12.80563590034791,-1.7744616665758484,False,natural_planet,0.0078807033993231
974452114377486720,0.6000000000000001,2.4000000000000004,0.08333333333333333,0.00011602119163156566,0.00010064916798624424,3.6701401008540926,0.8675067595053111,False,natural_planet,0.0005768400880048
4567848769004844160,1.580000000000001,2.4000000000000004,0.031645569620253146,0.06355156560459563,0.002012256658975531,0.4123065392270376,0.03166336879087079,False,natural_planet,0.0780115008206039
93357127133226496,3.2000000000000024,1.2000000000000002,0.007812499999999995,0.004216639711390302,-0.0001947385127762935,-1.4432221378521104,-0.0461833417377945,False,RESIDUAL,0.0030262836650092
1234975239890024448,0.6600000000000001,4.800000000000001,0.1515151515151515,0.0002695253134793463,2.3161774356017517e-05,0.5258885016554854,0.08593543239786419,False,natural_planet,0.0012817871556192
3788580279456572928,1.4600000000000009,2.4000000000000004,0.03424657534246574,0.004064032597644762,0.0030252609221537163,19.420988796003346,0.7443987835892243,True,natural_planet,0.0215666927301788
1987129158522089344,4.180000000000003,1.2000000000000002,0.005980861244019134,0.00243473281501827,-5.744283797737282e-05,-0.24810100133513047,-0.02359307667069077,False,RESIDUAL,0.0028011421037961
468554822895962112,1.8000000000000012,4.800000000000001,0.055555555555555525,0.0003178223572422034,7.59940151190408e-05,2.1768879663153653,0.23910846228205374,False,natural_planet,0.000830844987314
1834102703593748864,6.940000000000006,2.4000000000000004,0.00720461095100864,0.004166473301660645,-4.786440467130504e-05,-0.26759470780885736,-0.011487990251186193,False,natural_planet,0.0047502414846039
3443212986997578752,0.8400000000000003,1.2000000000000002,0.029761904761904753,0.0011056425211947163,3.0087208634066442e-05,0.29416294598460974,0.02721241997961088,False,RESIDUAL,0.0014044228282117
3304463007644770560,0.7200000000000002,1.2000000000000002,0.03472222222222222,0.0003451713539066592,-0.0002260051303616395,-4.857081437913142,-0.654762128443473,False,RESIDUAL,0.0003877011392749
3553332306335529856,1.600000000000001,2.4000000000000004,0.031249999999999983,0.10128431081278622,0.007794893715675544,51.01450159758098,0.07696052481497964,True,eclipsing_binary,0.022871904132157
2169882181628993408,1.9800000000000013,2.4000000000000004,0.025252525252525238,0.00030288327708716256,0.00021351798807633937,6.252172333363525,0.7049513929251828,True,RESIDUAL,0.0006261418035502
3418733086457172736,0.6800000000000002,1.2000000000000002,0.036764705882352935,0.0003560164826296175,0.0003091650550473002,6.9923264601042225,0.8684009593144054,True,natural_planet,0.0008462231274463
4513844331299813632,1.9000000000000012,4.800000000000001,0.05263157894736839,0.0009165448091699169,0.0002899733989579767,7.149445288938588,0.31637667472100534,True,natural_planet,0.0011004775202121
2233850977856841216,0.6800000000000002,4.800000000000001,0.14705882352941174,6.891828212751694e-05,4.7092929984282605e-05,2.86545643521311,0.6833154938068292,False,natural_planet,0.0002502778006214
4499864212713359872,1.0000000000000004,4.800000000000001,0.09999999999999996,0.0005835298426744018,1.323353454640852e-05,0.24993781551292443,0.022678419471671433,False,natural_planet,0.000852368000091
4529226498937420160,1.3200000000000007,1.2000000000000002,0.01893939393939393,0.0012630281983235792,-0.000878854276487262,-9.88966180782235,-0.6958310809321342,False,RESIDUAL,0.0022014806744885
5506468447972764928,0.9600000000000004,4.800000000000001,0.10416666666666663,0.002193100170672979,-0.00017585434316869097,-3.227803911662556,-0.08018527631354293,False,RESIDUAL,0.0017508385458169
701048034051290624,1.3400000000000007,4.800000000000001,0.07462686567164176,0.002210165020481991,0.0002994266072282592,2.5303192642209007,0.13547703653501875,False,natural_planet,0.0017651935083066
2201904392635675008,7.000000000000005,1.2000000000000002,0.005,0.001066199156871006,0.00026695970247214706,3.9149517803522254,0.25038446218209226,False,natural_planet,0.0002301216227202
548549138533673856,1.740000000000001,1.2000000000000002,0.014367816091954014,0.0016641447629495154,0.0012758103979404467,9.961965132855253,0.7666462836317266,True,natural_planet,0.0008863155996176
4768780567608340608,1.4600000000000009,2.4000000000000004,0.03424657534246574,0.0007408666059045554,-0.0004404231821301119,-9.665896564836567,-0.5944702846909675,False,natural_planet,0.001672467397042
2228613007539710720,3.900000000000003,2.4000000000000004,0.012820512820512811,0.004353783200733763,0.004129254691812689,30.77865376252456,0.9484291021006207,True,RESIDUAL,0.001156951802671
1135119621079809664,12.08000000000001,2.4000000000000004,0.005,0.0008871627946914762,5.570686629685628e-05,0.4002470002853209,0.06279215791080278,False,RESIDUAL,0.0008350182090287
1139803128297146496,12.38000000000001,2.4000000000000004,0.005,0.0024849845986615327,0.00011740918255542798,0.7785468150222543,0.04724744878445812,False,natural_planet,0.0007326899528543
3393809013280016384,12.940000000000012,1.2000000000000002,0.005,-0.0006103916781627916,9.657907968052548e-05,0.7433408395208801,,False,RESIDUAL,0.0008433276645037
1067322123498701312,1.0000000000000004,4.800000000000001,0.09999999999999996,0.0017606053059426863,-8.662651547863831e-05,-1.9995136013180144,-0.04920268909007724,False,eclipsing_binary,0.0012110840075183
6147922565244816128,6.000000000000005,2.4000000000000004,0.008333333333333326,0.0009599144362635315,-0.00010761790278968064,-0.8879752878466368,-0.11211197448866746,False,natural_planet,0.0010576890052533
3876569483448147072,1.8600000000000012,4.800000000000001,0.05376344086021502,0.0022233306496757255,-0.00018559998457257088,-2.907067201039636,-0.08347835469260534,False,natural_planet,0.0007769441592568
1636514588546827008,2.3800000000000017,2.4000000000000004,0.021008403361344526,0.042531792146823344,0.0010237619167299261,0.9555166502525212,0.024070509730599016,False,RESIDUAL,0.002729678322384
5204956727269231744,10.240000000000009,1.2000000000000002,0.005,0.0004291108500207308,-3.3989689881330776e-05,-0.46591228174423927,-0.07920957924901852,False,natural_planet,0.0003665144568094
4734504112949828992,10.300000000000008,4.800000000000001,0.009708737864077664,0.002364887048994513,-5.549923993708461e-05,-0.6371573916713678,-0.023468029883575797,False,RESIDUAL,0.0017880226264651
