source_id,cohort,sde,period,depth,flat_bottom,asymmetry,depth_cv,se_snr,verdict
2785817011975081728,1,19.729411546774386,0.5,0.0006615934809570678,0.19047619047619047,0.02243725326848937,1.1373878172296423,4.196844022742426,RESIDUAL
448826350176375552,1,16.58737861487576,0.7200000000000002,0.0012279679592656079,0.08,0.0054018175505280526,0.5747948418443372,6.09229331530816,RESIDUAL
1739467531612055936,1,16.153660274689752,0.56,0.0006268757116196788,0.08,0.02041428406269198,0.9573873130531907,5.856099001626555,RESIDUAL
1596778994233539968,2,15.15648252828596,0.9800000000000004,0.09312623029272371,0.42105263157894735,0.11485111947985213,0.057404431700024315,12.443530547374625,RESIDUAL
448826560635439616,1,15.065547904025482,0.7200000000000002,0.000983142708463114,0.06060606060606061,0.03938062244133101,0.4933913670402727,7.25494780546635,RESIDUAL
4275193889350151680,1,14.990835989695661,6.760000000000005,0.00035207301361217525,0.25,0.6326962483656581,,1.9825303301918489,RESIDUAL
4528302290701759232,2,14.8612489308931,0.5800000000000001,0.001162925853931407,0.15151515151515152,0.13030407341850458,0.7870798325117961,4.476284798267186,RESIDUAL
2645559121143503872,2,14.809420538307274,0.7400000000000002,0.01663800344044697,0.3125,0.18183699518467952,0.1385615206048358,9.480435480903141,RESIDUAL
1967144224716598016,1,14.804158356420782,0.54,0.0006861156779482958,0.18181818181818182,0.03787053508530352,0.6315170558661732,5.552369940029203,RESIDUAL
1219268823662931840,2,14.393089042231674,0.5,0.013988247786380748,0.12903225806451613,0.13422225192984544,0.3938402281388768,11.188971367741791,RESIDUAL
3514475531051071488,2,13.84205518412399,0.6800000000000002,0.002541581714139207,0.13157894736842105,0.11178495461275913,0.25659476133139086,11.564924333590636,RESIDUAL
2834425703780344704,0,13.593236418116712,1.1600000000000006,0.00397643179696483,0.45454545454545453,0.0796040368818385,0.4696784544814736,35.4256493697232,RESIDUAL
4513844331299813248,1,13.576562803033758,1.9000000000000012,0.002369859944529207,0.25,0.11258631075993264,0.18217457437650386,11.422450852028764,RESIDUAL
1868370289135918080,2,13.241593389188619,1.1800000000000006,0.002226812766247477,0.1875,0.3135164186319913,0.3693384768124489,6.691180575650661,RESIDUAL
1968243190891255936,1,13.123211049467384,1.7800000000000011,0.0016339459774141751,0.4,0.2405342926145426,0.31369178211901133,11.935444149621599,RESIDUAL
1381579138175507840,1,12.990747986150145,1.0800000000000005,0.013317647507947061,0.6666666666666666,0.41938802803757896,0.487903321598216,51.83826617661926,RESIDUAL
5394502155257607040,2,12.800518405807603,0.54,0.0005203157556841198,0.20930232558139536,0.11007933089330374,0.7120127202159122,11.189532313435555,RESIDUAL
1491634483976350720,0,12.656779137946968,2.1400000000000015,0.0004885545586134077,0.26666666666666666,0.00954533206837795,1.06340063513365,4.604872295921843,RESIDUAL
6261067160761528832,1,12.609307491443543,12.980000000000011,0.9699934021939218,1.0,0.12342086298821991,,1807.5410022860829,RESIDUAL
6252502205701135872,2,12.536948309935902,12.980000000000011,0.3309006044919671,1.0,0.30466742765047006,,1543.2792376934176,RESIDUAL
2618741826383205888,2,12.484196867150583,1.640000000000001,0.1482366075207202,0.45454545454545453,0.27494683253871843,0.2850206179146166,30.08891303650614,RESIDUAL
6246146684895695744,2,12.469311995437597,12.980000000000011,0.31189104145222635,1.0,0.09560588388181894,,1819.4109033298669,RESIDUAL
6534414719318886144,2,12.42939470035974,3.920000000000003,0.011143457259578549,0.625,0.13452664116323043,0.1617408215360033,70.88504797283737,RESIDUAL
2742486770552684032,1,12.414987367392053,1.2600000000000007,0.0012075781626581517,0.26666666666666666,0.009822399891368603,1.3616344194582994,5.289214425416213,RESIDUAL
2027578988732984704,1,12.167925269603801,0.5,0.0006283543833303096,0.13333333333333333,0.05935278916183218,3.9688267606979957,3.6756804410357464,RESIDUAL
811714360423246848,2,12.161174564996667,4.080000000000004,0.0028940057655634233,0.5,0.29865308547480923,,17.32564939935305,RESIDUAL
3161067862249679104,2,12.132473039626355,6.480000000000006,0.036990753085335504,0.5,3.0610324743466806,,76.77262464775102,RESIDUAL
869913435026514688,2,11.846092592955426,2.880000000000002,0.020682273350199232,0.7142857142857143,0.0535165603698446,0.9057639337617102,91.39334430598056,RESIDUAL
4605219691763408256,2,11.84470013952911,0.5,0.0006290799164336836,0.09375,0.05042976182417411,11.724863819320802,4.352868705997393,RESIDUAL
2574864195673656192,2,11.762654713338476,0.8800000000000003,0.0008907733275114182,0.21739130434782608,0.0035248712313695756,0.9556763933059689,18.179348720054445,RESIDUAL
661388752716658816,2,11.69378749576374,1.2000000000000006,0.03331259684086785,0.1875,0.27629878685652887,0.3959054790013967,35.03306625581486,RESIDUAL
6053335088953294848,0,11.500514563615534,1.2800000000000007,0.0007980081016880636,0.125,0.4200428026671634,0.3715714803474049,4.833051022011973,RESIDUAL
3394951779522855296,0,11.442762693879233,0.8800000000000003,0.0006385923987398678,0.15,0.004281065281362562,1.0154712692998904,4.012013129809611,RESIDUAL
6183541489240696704,2,11.341678100392542,3.0600000000000023,0.3444426486221259,0.5714285714285714,0.09095980913852875,0.9956725425538598,1690.9418645022402,RESIDUAL
1980683065446603648,2,11.315288144581556,1.620000000000001,0.0009530995230557782,0.2857142857142857,0.0223163872305484,0.636717558534535,4.2693167463438275,RESIDUAL
424104007327496960,1,11.218784219106068,0.52,0.0004967654801237842,0.13043478260869565,0.08042340817859772,1.4219869056498429,4.589155293980946,RESIDUAL
4810658659111766784,2,11.140120800438241,2.2600000000000016,0.26361184555295125,0.625,0.6047648472765496,0.22410397650801472,134.60658844866364,RESIDUAL
6261347192634048896,0,11.06534534499499,12.980000000000011,0.9988224866216109,1.0,0.06132441648920905,,15988.308558130666,RESIDUAL
1397924585409290240,2,11.003672104322002,2.940000000000002,0.07221799153740793,0.6666666666666666,0.014251112626876972,1.0503480776003304,272.86738473472167,RESIDUAL
4031268437308995712,2,10.936031748209308,1.7600000000000011,0.3249586932863433,0.5555555555555556,0.1356909106019467,0.9348200238486173,32.96070971182784,RESIDUAL
4497077874155680128,2,10.934366464282459,2.820000000000002,0.002672430680129123,0.2727272727272727,0.5595434003822475,0.3110730127612348,10.257497708371975,RESIDUAL
4810658663408687744,2,10.921645010739542,2.2600000000000016,0.30946099848746345,0.625,0.545522431057775,0.3819660426445608,193.8387649277402,RESIDUAL
6006351651380257920,2,10.839847605581726,0.5800000000000001,0.18341974533291894,0.1702127659574468,0.029173509446725223,0.5478257506115591,10.812967669467369,RESIDUAL
6661356978880193024,2,10.826484664328008,1.1800000000000006,0.01109300862482221,0.52,0.1714322912533808,0.11280213191613911,7.306282326659779,RESIDUAL
480029532396056832,0,10.670373270108755,0.5800000000000001,0.0003744658825935998,0.15384615384615385,0.07427228014045203,1.719954841276643,4.4439129760288365,RESIDUAL
5854137117115828864,2,10.645235560275733,0.7800000000000002,0.0009462155372825798,0.17391304347826086,0.08591623150162431,1.7228997441043303,4.575609855400915,RESIDUAL
6356417496318028800,0,10.578183466539501,6.440000000000005,0.0006752923517394649,0.75,0.4338478515716149,,13.119843040742817,RESIDUAL
3347257335931330304,0,10.531698674830709,0.7800000000000002,0.0003855339279440484,0.18518518518518517,0.031465835488909334,0.8782504239065854,4.236990390257029,RESIDUAL
212401633328406912,0,10.51464081798017,1.520000000000001,0.0006326415574713362,0.25925925925925924,0.007051409602174543,0.5665888467363536,8.546287120161649,RESIDUAL
6012785374945806208,2,10.47954494428259,1.1800000000000006,0.0014629352273427543,0.3157894736842105,0.036093480339664086,0.6931472096835796,5.935764853670073,RESIDUAL
5920839569767196672,0,10.399614915205747,1.0400000000000005,0.0015202125179547554,0.13793103448275862,0.20502468580025837,0.31553724121641985,2.9225409649692637,RESIDUAL
6241327280615825536,2,10.307396372094608,12.980000000000011,0.9194340879329125,1.0,0.07012323665734511,,4091.450468743247,RESIDUAL
5535423532636753024,2,10.240222896403061,0.9400000000000004,0.001074842457994385,0.17857142857142858,0.04948689578955695,0.6849934544760263,4.2772796108361595,RESIDUAL
692641168144905472,1,10.23039387108846,0.56,0.0004965826280316499,0.10344827586206896,0.04169005590344791,1.7659500897608185,4.0414363250172025,RESIDUAL
4341655553308710272,1,10.201328890567657,12.960000000000012,0.2521690437973054,0.6666666666666666,0.41280424787356235,,2097.234303742361,RESIDUAL
5778494771509271680,2,10.117892344214964,1.3600000000000008,0.002304284980711113,0.3,0.024595346743136053,0.9789270603817019,7.129339790446369,RESIDUAL
2129813469650632064,2,10.110222693966975,1.580000000000001,0.25767155409658093,0.6666666666666666,0.4429880877185283,0.2893109034090172,82.1129765053615,RESIDUAL
2742288759677191168,2,10.106013066871796,1.0800000000000005,0.634107686693511,0.36363636363636365,0.32998211678252237,0.18196534104540246,25.418538915546836,RESIDUAL
1983281967332432768,1,10.016280804970801,1.0600000000000005,0.0007164253696589906,0.2,0.012320188433546441,1.1488513010775037,3.8200372315134223,RESIDUAL
1936457271798933376,2,9.936962321122717,0.7400000000000002,0.005231774679003598,0.3333333333333333,0.07052790778195035,0.43341303754216737,12.171434916137365,RESIDUAL
6263469731112868224,2,9.912764949332693,12.980000000000011,0.9912570673043903,0.8,0.014684763699454225,,7912.109734667818,RESIDUAL
3853326086809478016,2,9.851945868037316,1.540000000000001,0.0035653238842835444,0.1891891891891892,0.1164360355196362,0.3530518885305194,6.442043715933257,RESIDUAL
2100103978272526208,2,9.652137918107515,2.920000000000002,0.0013654451918605481,0.2962962962962963,0.006528390263930562,0.926222744314254,9.05212070374669,RESIDUAL
4133418977409228416,2,9.650402780118434,12.880000000000011,0.01622639793779146,0.75,0.29050384834074866,,424.85446407721116,RESIDUAL
5241791255856437120,1,9.601422070918478,2.3800000000000017,0.0008984264059692659,0.12121212121212122,0.06931289749554954,0.41129082940437534,5.413949667452517,RESIDUAL
3528976302714845952,2,9.595799971065272,1.580000000000001,0.06986818801183892,0.4883720930232558,0.026587694018956297,0.44037821316714953,74.40326210827097,RESIDUAL
